time, x_accel, z_accel, left_enc, right_enc
765240, 292, 93, 0, 0
767108, 282, 87, 0, 0
768980, 275, 90, 0, 0
770848, 276, 94, 0, 0
772720, 284, 86, 0, 0
774588, 293, 88, 0, 0
776460, 298, 92, 0, 0
778328, 297, 87, 0, 0
780200, 291, 86, 0, 0
782068, 282, 90, 0, 0
783940, 276, 88, 0, 0
785808, 277, 84, 0, 0
787680, 285, 88, 0, 0
789548, 291, 90, 0, 0
791420, 296, 87, 0, 0
793288, 295, 87, 0, 0
795160, 288, 87, 0, 0
797028, 281, 85, 0, 0
798900, 276, 85, 0, 0
800776, 277, 89, 0, 0
802640, 283, 87, 0, 0
804508, 290, 83, 0, 0
806380, 296, 86, 0, 0
808248, 294, 86, 0, 0
810120, 289, 82, 0, 0
811988, 282, 86, 0, 0
813860, 280, 88, 0, 0
815728, 281, 86, 0, 0
817600, 288, 86, 0, 0
819468, 293, 87, 0, 0
821340, 297, 84, 0, 0
823208, 295, 82, 0, 0
825080, 289, 84, 0, 0
826948, 283, 86, 0, 0
828820, 281, 85, 0, 0
830688, 284, 89, 0, 0
832560, 288, 91, 0, 0
834428, 293, 86, 0, 0
836300, 296, 85, 0, 0
838168, 294, 85, 0, 0
840040, 289, 82, 0, 0
841908, 284, 83, 0, 0
843784, 281, 86, 0, 0
845648, 283, 87, 0, 0
847520, 288, 87, 0, 0
849388, 292, 86, 0, 0
851260, 293, 85, 0, 0
853128, 291, 82, 0, 0
855000, 285, 83, 0, 0
856868, 280, 83, 0, 0
858740, 277, 83, 0, 0
860608, 280, 85, 0, 0
862480, 286, 88, 0, 0
864348, 291, 88, 0, 0
866220, 293, 87, 0, 0
868088, 290, 87, 0, 0
869960, 284, 87, 0, 0
871828, 278, 85, 0, 0
873700, 275, 88, 0, 0
875568, 277, 90, 0, 0
877440, 283, 89, 0, 0
879308, 288, 89, 0, 0
881180, 291, 89, 0, 0
883048, 287, 87, 0, 0
884920, 282, 86, 0, 0
886796, 277, 86, 0, 0
888660, 274, 87, 0, 0
890528, 275, 86, 0, 0
892400, 281, 87, 0, 0
894268, 287, 89, 0, 0
896140, 291, 87, 0, 0
898008, 289, 86, 0, 0
899880, 284, 86, 0, 0
901748, 277, 86, 0, 0
903620, 274, 87, 0, 0
905488, 275, 89, 0, 0
907360, 280, 91, 0, 0
909228, 285, 91, 0, 0
911100, 287, 92, 0, 0
912968, 286, 92, 0, 0
914840, 282, 90, 0, 0
916708, 275, 90, 0, 0
918580, 272, 90, 0, 0
920448, 274, 90, 0, 0
922320, 279, 91, 0, 0
924188, 283, 91, 0, 0
926060, 285, 92, 0, 0
927928, 283, 91, 0, 0
929804, 280, 90, 0, 0
931668, 277, 91, 0, 0
933540, 273, 90, 0, 0
935408, 273, 90, 0, 0
937280, 277, 90, 0, 0
939148, 282, 90, 0, 0
941020, 284, 88, 0, 0
942888, 283, 88, 0, 0
944760, 280, 89, 0, 0
946628, 278, 88, 0, 0
948500, 276, 88, 0, 0
950368, 277, 86, 0, 0
952240, 279, 85, 0, 0
954108, 281, 84, 0, 0
955980, 283, 84, 0, 0
957848, 282, 85, 0, 0
959720, 278, 86, 0, 0
961588, 276, 87, 0, 0
963460, 277, 90, 0, 0
965328, 276, 90, 0, 0
967200, 278, 89, 0, 0
969068, 280, 88, 0, 0
970940, 281, 86, 0, 0
972816, 280, 86, 0, 0
974680, 278, 85, 0, 0
976548, 275, 84, 0, 0
978420, 276, 87, 0, 0
980288, 276, 87, 0, 0
982160, 278, 87, 0, 0
984028, 281, 87, 0, 0
985900, 283, 86, 0, 0
987768, 281, 84, 0, 0
989640, 277, 83, 0, 0
991508, 274, 83, 0, 0
993380, 273, 86, 0, 0
995248, 276, 88, 0, 0
997120, 278, 90, 0, 0
998988, 280, 89, 0, 0
1000860, 279, 87, 0, 0
1002812, 275, 87, 0, 0
1004768, 273, 87, 0, 0
1006724, 274, 90, 0, 0
1008680, 278, 90, 0, 0
1010636, 281, 91, 0, 0
1012588, 280, 89, 0, 0
1014544, 277, 88, 0, 0
1016500, 274, 87, 0, 0
1018456, 275, 87, 0, 0
1020408, 279, 87, 0, 0
1022364, 281, 86, 0, 0
1024320, 278, 85, 0, 0
1026272, 274, 86, 0, 0
1028228, 274, 89, 0, 0
1030184, 277, 91, 0, 0
1032140, 280, 91, 0, 0
1034096, 278, 88, 0, 0
1036048, 275, 87, 0, 0
1038004, 274, 87, 0, 0
1039960, 275, 89, 0, 0
1041916, 279, 88, 0, 0
1043868, 282, 89, 0, 0
1045824, 282, 88, 0, 0
1047780, 279, 87, 0, 0
1049736, 277, 86, 0, 0
1051688, 278, 86, 0, 0
1053644, 280, 87, 0, 0
1055600, 282, 87, 0, 0
1057552, 278, 86, 0, 0
1059508, 276, 86, 0, 0
1061464, 278, 86, 0, 0
1063420, 281, 89, 0, 0
1065376, 283, 86, 0, 0
1067328, 281, 86, 0, 0
1069284, 278, 86, 0, 0
1071240, 275, 86, 0, 0
1073192, 276, 86, 0, 0
1075148, 280, 86, 0, 0
1077104, 284, 87, 0, 0
1079060, 284, 86, 0, 0
1081016, 281, 87, 0, 0
1082968, 279, 88, 0, 0
1084924, 279, 86, 0, 0
1086880, 281, 85, 0, 0
1088836, 281, 85, 0, 0
1090788, 280, 86, 0, 0
1092744, 278, 87, 0, 0
1094700, 279, 87, 0, 0
1096652, 283, 87, 0, 0
1098608, 284, 86, 0, 0
1100564, 285, 84, 0, 0
1102520, 282, 84, 0, 0
1104472, 279, 84, 0, 0
1106428, 279, 85, 0, 0
1108384, 281, 85, 0, 0
1110340, 285, 86, 0, 0
1112296, 284, 87, 0, 0
1114248, 282, 87, 0, 0
1116204, 280, 86, 0, 0
1118160, 280, 85, 0, 0
1120112, 281, 84, 0, 0
1122068, 282, 83, 0, 0
1124024, 282, 82, 0, 0
1125980, 280, 84, 0, 0
1127932, 278, 86, 0, 0
1129888, 280, 86, 0, 0
1131844, 282, 87, 0, 0
1133800, 281, 86, 0, 0
1135752, 278, 85, 0, 0
1137708, 276, 85, 0, 0
1139664, 278, 86, 0, 0
1141620, 279, 87, 0, 0
1143576, 282, 88, 0, 0
1145528, 281, 89, 0, 0
1147484, 280, 87, 0, 0
1149440, 278, 86, 0, 0
1151396, 279, 86, 0, 0
1153348, 280, 84, 0, 0
1155304, 281, 83, 0, 0
1157260, 279, 83, 0, 0
1159216, 278, 84, 0, 0
1161168, 278, 84, 0, 0
1163124, 280, 85, 0, 0
1165080, 280, 86, 0, 0
1167032, 280, 87, 0, 0
1168988, 278, 84, 0, 0
1170944, 276, 82, 0, 0
1172900, 276, 84, 0, 0
1174856, 278, 82, 0, 0
1176808, 281, 82, 0, 0
1178764, 280, 83, 0, 0
1180720, 280, 84, 0, 0
1182672, 277, 82, 0, 0
1184628, 278, 83, 0, 0
1186584, 280, 83, 0, 0
1188540, 282, 81, 0, 0
1190496, 281, 80, 0, 0
1192448, 280, 81, 0, 0
1194404, 280, 83, 0, 0
1196360, 282, 85, 0, 0
1198312, 283, 85, 0, 0
1200268, 281, 84, 0, 0
1202224, 278, 82, 0, 0
1204180, 278, 82, 0, 0
1206136, 278, 82, 0, 0
1208088, 279, 82, 0, 0
1210044, 280, 85, 0, 0
1212000, 282, 85, 0, 0
1213952, 282, 85, 0, 0
1215908, 280, 84, 0, 0
1217864, 280, 82, 0, 0
1219820, 280, 82, 0, 0
1221772, 282, 82, 0, 0
1223728, 282, 80, 0, 0
1225684, 280, 80, 0, 0
1227640, 282, 81, 0, 0
1229592, 285, 81, 0, 0
1231548, 287, 84, 0, 0
1233504, 288, 82, 0, 0
1235460, 285, 81, 0, 0
1237412, 285, 82, 0, 0
1239368, 286, 82, 0, 0
1241324, 288, 82, 0, 0
1243280, 291, 83, 0, 0
1245236, 293, 84, 0, 0
1247188, 294, 85, 0, 0
1249144, 294, 86, 0, 0
1251100, 294, 86, 0, 0
1253056, 296, 84, 0, 0
1255008, 298, 85, 0, 0
1256964, 300, 88, 0, 0
1258920, 303, 89, 0, 0
1260876, 306, 91, 0, 0
1262828, 311, 95, 0, 0
1264784, 315, 97, 0, 0
1266740, 317, 98, 0, 0
1268696, 317, 97, 0, 0
1270648, 320, 96, 0, 0
1272604, 325, 94, 0, 0
1274560, 330, 94, 0, 0
1276516, 337, 94, 0, 0
1278468, 343, 93, 0, 0
1280424, 349, 93, 0, 0
1282380, 354, 96, 0, 0
1284332, 363, 108, 0, 0
1286372, 373, 123, 0, 0
1288412, 382, 118, 0, 0
1290456, 390, 92, 0, 0
1292408, 399, 70, 0, 0
1294364, 409, 67, 0, 0
1296320, 420, 66, 0, 0
1298276, 428, 56, 0, 0
1300228, 436, 43, 0, 0
1302184, 445, 45, 0, 0
1304140, 455, 68, 0, 0
1306092, 465, 91, 0, 0
1308048, 475, 94, 0, 0
1310004, 483, 76, 0, 0
1311960, 490, 53, 0, 0
1313912, 497, 42, 0, 0
1315868, 506, 41, 0, 0
1317824, 514, 35, 0, 0
1319780, 522, 21, 0, 0
1321732, 529, 8, 0, 0
1323604, 536, 7, 0, 0
1325472, 545, 13, 0, 0
1327428, 553, 21, 0, 0
1329384, 562, 16, 0, 0
1331340, 567, 4, 0, 0
1333208, 573, 4, 0, 0
1335080, 580, 4, 0, 0
1336948, 587, 4, 0, 0
1338820, 593, 3, 0, 0
1340688, 602, 4, 0, 0
1342560, 610, 5, 0, 0
1344428, 618, 3, 0, 0
1346300, 627, 3, 0, 0
1348168, 634, 3, 0, 0
1350040, 641, 4, 0, 0
1351908, 648, 3, 0, 0
1353780, 656, 4, 0, 0
1355648, 664, 4, 0, 0
1357520, 673, 4, 0, 0
1359388, 682, 4, 0, 0
1361260, 692, 3, 0, 0
1363128, 699, 3, 0, 0
1365004, 706, 4, 0, 1
1366868, 712, 4, 0, 1
1368740, 720, 14, 0, 1
1370696, 729, 30, 0, 1
1372648, 737, 38, 0, 1
1374604, 745, 44, 0, 1
1376560, 752, 49, 0, 2
1378512, 758, 52, 0, 2
1380468, 765, 53, 0, 2
1382424, 772, 44, 0, 2
1384380, 778, 32, 0, 2
1386332, 784, 22, 0, 2
1388288, 793, 18, 0, 3
1390244, 799, 18, 0, 3
1392200, 805, 7, 0, 3
1394068, 811, 4, 0, 3
1395940, 817, 3, 0, 4
1397808, 824, 4, 0, 4
1399680, 830, 5, 0, 4
1401548, 837, 4, 0, 5
1403420, 839, 4, 0, 5
1405288, 839, 4, 0, 5
1407160, 839, 4, 0, 6
1409036, 840, 4, 0, 6
1410900, 840, 3, 0, 6
1412768, 840, 3, 0, 7
1414640, 839, 3, 0, 7
1416508, 839, 3, 0, 8
1418380, 839, 3, 0, 8
1420248, 839, 3, 0, 8
1422120, 839, 5, 0, 9
1423988, 840, 4, 0, 9
1425860, 839, 3, 0, 9
1427728, 839, 3, 0, 9
1429600, 840, 3, 0, 10
1431560, 839, 3, 0, 10
1433508, 840, 4, 0, 10
1435464, 840, 3, 0, 11
1437420, 839, 3, 0, 11
1439372, 839, 4, 0, 11
1441328, 839, 4, 0, 11
1443284, 839, 4, 0, 12
1445240, 839, 4, 0, 12
1447192, 840, 5, 0, 12
1449148, 839, 8, 0, 12
1451104, 839, 10, 0, 13
1453144, 839, 9, 0, 13
1455100, 840, 3, 0, 13
1457056, 840, 4, 0, 13
1459008, 840, 3, 0, 13
1460964, 840, 4, 0, 13
1462920, 839, 4, 0, 14
1464872, 840, 3, 0, 14
1466828, 840, 4, 0, 14
1468784, 840, 3, 0, 14
1470740, 840, 3, 0, 14
1472696, 840, 4, 0, 14
1474648, 840, 4, 0, 14
1476604, 840, 4, 0, 14
1478560, 839, 4, 0, 14
1480512, 840, 4, 0, 14
1482468, 840, 7, 0, 14
1484424, 839, 13, 0, 14
1486464, 840, 15, 0, 14
1488504, 839, 16, 0, 14
1490544, 839, 18, 0, 14
1492584, 839, 20, 0, 14
1494624, 840, 21, 0, 14
1496664, 841, 19, 0, 14
1498704, 839, 15, 0, 14
1500744, 840, 9, 0, 14
1502700, 840, 8, 0, 14
1504652, 840, 8, 0, 14
1506608, 839, 5, 0, 14
1508564, 840, 4, 0, 14
1510520, 839, 4, 0, 14
1512476, 839, 4, 0, 14
1514428, 839, 3, 0, 14
1516384, 839, 4, 0, 14
1518340, 840, 3, 0, 14
1520292, 839, 4, 0, 14
1522248, 839, 4, 0, 14
1524204, 839, 4, 0, 14
1526160, 839, 3, 0, 14
1528116, 839, 4, 0, 14
1530068, 838, 4, 0, 14
1532024, 839, 4, 0, 14
1533980, 839, 4, 0, 14
1535936, 839, 3, 0, 14
1537888, 839, 4, 0, 14
1539844, 839, 4, 0, 14
1541800, 839, 5, 0, 14
1543756, 839, 4, 0, 14
1545708, 839, 4, 0, 14
1547664, 839, 4, 0, 14
1549620, 839, 4, 0, 14
1551576, 839, 4, 0, 14
1553528, 839, 4, 0, 14
1555484, 839, 3, 0, 14
1557440, 839, 3, 0, 14
1559396, 839, 3, 0, 14
1561348, 839, 3, 0, 14
1563304, 839, 4, 0, 14
1565260, 839, 4, 0, 14
1567216, 839, 4, 0, 14
1569168, 839, 3, 0, 14
1571124, 840, 3, 0, 14
1573080, 840, 4, 0, 14
1575036, 839, 3, 0, 14
1576988, 839, 4, 0, 14
1578944, 839, 4, 0, 14
1580900, 839, 4, 0, 14
1582856, 839, 4, 0, 14
1584808, 840, 4, 0, 14
1586764, 839, 4, 0, 14
1588720, 840, 4, 0, 14
1590676, 839, 4, 0, 14
1592628, 839, 4, 0, 14
1594584, 839, 4, 0, 14
1596540, 840, 3, 0, 14
1598492, 840, 4, 0, 14
1600448, 839, 4, 0, 14
1602404, 840, 4, 0, 14
1604360, 839, 4, 0, 14
1606312, 840, 4, 0, 14
1608268, 840, 4, 0, 14
1610224, 839, 4, 0, 14
1612180, 840, 4, 0, 14
1614136, 840, 4, 0, 14
1616088, 840, 3, 0, 14
1618044, 840, 3, 0, 14
1620000, 840, 4, 0, 14
1621952, 840, 3, 0, 14
1623908, 840, 3, 0, 14
1625864, 840, 4, 0, 14
1627820, 840, 3, 0, 14
1629776, 840, 4, 0, 14
1631728, 840, 3, 0, 14
1633684, 840, 3, 0, 14
1635640, 839, 3, 0, 14
1637596, 840, 4, 0, 14
1639548, 840, 4, 0, 14
1641504, 840, 4, 0, 14
1643460, 840, 3, 0, 14
1645416, 840, 4, 0, 14
1647368, 840, 4, 0, 14
1649324, 840, 4, 0, 14
1651280, 840, 4, 0, 14
1653232, 840, 4, 0, 14
1655188, 840, 4, 0, 14
1657144, 840, 4, 0, 14
1659100, 840, 3, 0, 14
1661056, 840, 4, 0, 14
1663008, 840, 4, 0, 14
1664964, 840, 4, 0, 14
1666920, 840, 3, 0, 14
1668876, 840, 4, 0, 14
1670828, 840, 4, 0, 14
1672784, 839, 4, 0, 14
1674740, 840, 3, 0, 14
1676696, 840, 4, 0, 14
1678648, 840, 3, 0, 14
1680604, 840, 3, 0, 14
1682560, 840, 4, 0, 14
1684516, 840, 3, 0, 14
1686468, 840, 4, 0, 14
1688424, 840, 4, 0, 14
1690380, 840, 3, 0, 14
1692332, 840, 4, 0, 14
1694288, 840, 4, 0, 14
1696244, 840, 4, 0, 14
1698200, 839, 5, 0, 14
1700152, 840, 4, 0, 14
1702108, 840, 3, 0, 14
1704064, 840, 4, 0, 14
1706020, 840, 4, 0, 14
1707972, 840, 4, 0, 14
1709928, 840, 4, 0, 14
1711884, 840, 3, 0, 14
1713840, 839, 3, 0, 14
1715796, 840, 4, 0, 14
1717748, 839, 4, 0, 14
1719704, 840, 4, 0, 14
1721660, 840, 3, 0, 14
1723612, 840, 3, 0, 14
1725568, 840, 4, 0, 14
1727524, 840, 4, 0, 14
1729480, 840, 4, 0, 14
1731432, 840, 4, 0, 14
1733388, 840, 3, 0, 14
1735344, 839, 3, 0, 14
1737300, 840, 3, 0, 14
1739252, 840, 4, 0, 14
1741208, 840, 4, 0, 14
1743164, 840, 4, 0, 14
1745120, 839, 4, 0, 14
1747076, 839, 3, 0, 14
1749028, 840, 4, 0, 14
1750984, 840, 4, 0, 14
1752940, 840, 3, 0, 14
1754896, 839, 4, 0, 14
1756848, 840, 3, 0, 14
1758804, 839, 3, 0, 14
1760760, 839, 4, 0, 14
1762716, 841, 4, 0, 14
1764668, 839, 4, 0, 14
1766624, 839, 4, 0, 14
1768580, 840, 3, 0, 14
1770536, 840, 3, 0, 14
1772488, 840, 4, 0, 14
1774444, 840, 4, 0, 14
1776400, 840, 4, 0, 14
1778352, 840, 4, 0, 14
1780308, 839, 4, 0, 14
1782264, 839, 4, 0, 14
1784220, 840, 3, 0, 14
1786176, 839, 4, 0, 14
1788128, 839, 4, 0, 14
1790084, 840, 3, 0, 14
1792040, 839, 4, 0, 14
1793992, 839, 3, 0, 14
1795948, 840, 4, 0, 14
1797904, 840, 4, 0, 14
1799860, 840, 3, 0, 14
1801816, 839, 4, 0, 14
1803768, 839, 4, 0, 14
1805724, 840, 4, 0, 14
1807680, 840, 4, 0, 14
1809632, 840, 4, 0, 14
1811588, 840, 4, 0, 14
1813544, 840, 4, 1, 14
1815500, 839, 4, 1, 14
1817452, 839, 4, 1, 14
1819408, 839, 3, 1, 14
1821364, 839, 3, 1, 14
1823320, 839, 4, 1, 14
1825276, 839, 4, 1, 14
1827228, 839, 3, 1, 14
1829184, 840, 4, 1, 14
1831140, 839, 4, 1, 14
1833096, 839, 6, 1, 14
1835048, 839, 6, 1, 14
1837004, 840, 6, 1, 14
1838960, 839, 6, 1, 14
1840916, 839, 7, 1, 14
1842868, 839, 7, 2, 14
1844824, 839, 9, 2, 14
1846780, 840, 13, 2, 14
1848820, 839, 18, 2, 14
1850860, 840, 22, 2, 14
1852900, 840, 25, 2, 14
1854940, 840, 28, 2, 14
1856980, 840, 31, 2, 14
1859020, 840, 30, 2, 14
1861060, 840, 29, 2, 14
1863100, 840, 28, 2, 14
1865140, 840, 28, 2, 14
1867180, 840, 27, 3, 14
1869220, 840, 28, 3, 14
1871260, 840, 30, 3, 14
1873300, 840, 33, 3, 14
1875340, 840, 35, 3, 14
1877380, 840, 36, 3, 14
1879420, 840, 32, 3, 14
1881460, 840, 29, 3, 14
1883500, 840, 26, 4, 14
1885540, 840, 28, 4, 14
1887580, 840, 32, 4, 14
1889620, 840, 38, 4, 14
1891660, 840, 43, 4, 14
1893700, 840, 50, 4, 14
1895740, 839, 56, 4, 14
1897780, 840, 57, 4, 14
1899820, 840, 52, 4, 14
1901860, 839, 44, 4, 14
1903900, 840, 44, 4, 14
1905940, 840, 53, 4, 14
1907980, 840, 58, 4, 14
1910020, 840, 59, 4, 14
1912060, 832, 57, 4, 14
1914100, 824, 59, 4, 14
1916140, 815, 62, 4, 14
1918180, 807, 66, 4, 14
1920220, 798, 64, 4, 14
1922260, 788, 60, 4, 14
1924300, 780, 56, 4, 14
1926340, 770, 56, 4, 14
1928380, 762, 56, 4, 14
1930420, 754, 57, 4, 14
1932460, 746, 56, 4, 13
1934500, 736, 57, 4, 13
1936540, 728, 58, 4, 13
1938580, 719, 59, 4, 13
1940620, 712, 57, 4, 13
1942660, 703, 58, 4, 13
1944700, 695, 54, 4, 13
1946740, 687, 56, 4, 13
1948780, 678, 58, 4, 12
1950820, 670, 59, 4, 12
1952860, 661, 59, 4, 12
1954900, 653, 61, 4, 12
1956940, 645, 62, 4, 12
1958980, 636, 64, 4, 12
1961020, 628, 62, 4, 12
1963060, 620, 60, 4, 11
1965100, 612, 55, 4, 11
1967140, 603, 55, 4, 11
1969180, 595, 59, 4, 11
1971224, 587, 61, 4, 11
1973264, 579, 61, 4, 11
1975304, 571, 60, 4, 11
1977340, 562, 63, 4, 10
1979380, 552, 66, 5, 10
1981420, 544, 67, 5, 10
1983460, 535, 66, 5, 10
1985500, 526, 64, 5, 10
1987540, 518, 65, 5, 10
1989580, 509, 69, 5, 9
1991532, 496, 78, 5, 9
1993488, 485, 80, 5, 9
1995444, 475, 80, 5, 9
1997400, 468, 80, 5, 9
1999352, 462, 85, 5, 9
2001308, 457, 90, 5, 8
2003264, 450, 91, 5, 8
2005220, 439, 88, 5, 8
2007176, 430, 86, 5, 8
2009128, 420, 87, 5, 7
2011084, 411, 90, 5, 7
2013040, 401, 90, 5, 7
2014992, 391, 90, 5, 7
2016948, 381, 92, 5, 6
2018904, 371, 95, 5, 6
2020860, 363, 102, 5, 6
2022900, 352, 109, 5, 6
2024940, 342, 112, 5, 5
2026980, 332, 116, 5, 5
2029020, 321, 118, 5, 5
2031060, 311, 120, 5, 5
2033100, 300, 122, 5, 5
2035140, 288, 121, 5, 5
2037180, 278, 119, 5, 5
2039220, 270, 117, 5, 5
2041260, 260, 116, 5, 5
2043300, 249, 117, 5, 5
2045340, 239, 118, 5, 5
2047380, 228, 120, 5, 5
2049420, 218, 121, 5, 5
2051460, 208, 124, 5, 5
2053500, 198, 125, 5, 5
2055540, 187, 122, 5, 5
2057580, 177, 118, 5, 5
2059620, 167, 116, 5, 5
2061660, 158, 119, 5, 5
2063700, 148, 120, 5, 5
2065740, 140, 118, 5, 5
2067780, 130, 117, 5, 5
2069820, 120, 117, 5, 5
2071860, 111, 118, 5, 5
2073900, 103, 117, 5, 5
2075940, 95, 113, 5, 4
2077892, 87, 106, 5, 4
2079848, 79, 95, 5, 4
2081720, 71, 89, 5, 4
2083588, 62, 86, 5, 4
2085460, 54, 87, 5, 4
2087328, 45, 88, 5, 4
2089200, 37, 90, 5, 4
2091068, 28, 95, 5, 4
2092940, 23, 97, 5, 4
2094808, 18, 91, 5, 4
2096680, 9, 78, 5, 4
2098464, 6, 71, 5, 4
2100248, 6, 76, 5, 4
2102036, 6, 97, 5, 4
2103820, 6, 117, 5, 4
2105688, 5, 122, 5, 4
2107560, 5, 116, 5, 4
2109428, 5, 109, 5, 4
2111300, 5, 110, 5, 4
2113168, 5, 115, 5, 4
2115040, 4, 115, 5, 4
2116908, 5, 103, 5, 4
2118780, 5, 91, 5, 4
2120564, 5, 90, 5, 4
2122348, 6, 103, 5, 4
2124220, 5, 118, 5, 4
2126088, 4, 125, 5, 4
2127960, 6, 123, 5, 4
2129828, 5, 119, 5, 4
2131700, 5, 122, 5, 4
2133568, 5, 127, 5, 4
2135440, 6, 129, 5, 4
2137308, 5, 120, 5, 4
2139180, 5, 112, 5, 4
2141048, 5, 111, 5, 4
2142920, 6, 121, 5, 4
2144788, 5, 135, 5, 4
2146660, 5, 140, 5, 4
2148528, 5, 136, 5, 4
2150404, 5, 131, 5, 4
2152268, 5, 133, 5, 4
2154140, 5, 139, 5, 4
2156008, 5, 141, 5, 4
2157880, 6, 135, 5, 4
2159748, 5, 127, 5, 4
2161620, 5, 123, 5, 4
2163488, 5, 128, 5, 4
2165360, 5, 135, 5, 4
2167228, 5, 139, 5, 4
2169100, 5, 139, 5, 4
2170968, 6, 138, 5, 4
2172840, 6, 141, 5, 4
2174708, 5, 145, 5, 4
2176580, 5, 147, 5, 4
2178448, 5, 143, 5, 4
2180320, 6, 136, 5, 4
2182188, 5, 135, 5, 4
2184060, 5, 139, 5, 4
2185928, 5, 146, 5, 4
2187800, 6, 150, 5, 4
2189668, 5, 151, 5, 4
2191540, 5, 149, 5, 4
2193416, 5, 150, 5, 4
2195280, 5, 154, 5, 4
2197148, 5, 156, 5, 4
2199020, 5, 153, 5, 4
2200888, 5, 150, 5, 4
2202760, 6, 146, 5, 4
2204628, 5, 147, 5, 4
2206500, 5, 152, 5, 4
2208368, 6, 155, 5, 4
2210240, 5, 157, 5, 4
2212108, 5, 157, 5, 4
2213980, 5, 159, 5, 4
2215848, 5, 163, 5, 4
2217720, 6, 165, 5, 4
2219588, 5, 161, 5, 4
2221460, 5, 158, 5, 4
2223328, 5, 155, 5, 4
2225200, 5, 156, 5, 4
2227068, 5, 158, 5, 4
2228940, 5, 160, 5, 4
2230808, 5, 161, 5, 4
2232680, 6, 162, 5, 4
2234548, 5, 163, 5, 4
2236424, 5, 164, 5, 4
2238288, 5, 165, 5, 4
2240160, 6, 165, 5, 4
2242028, 5, 163, 5, 4
2243900, 5, 162, 5, 4
2245768, 5, 162, 5, 4
2247640, 6, 164, 5, 4
2249508, 5, 165, 5, 4
2251380, 5, 164, 5, 4
2253248, 5, 163, 5, 4
2255120, 5, 166, 5, 4
2256988, 5, 167, 5, 4
2258860, 5, 169, 5, 4
2260728, 5, 168, 5, 4
2262600, 6, 166, 5, 4
2264468, 5, 165, 5, 4
2266340, 5, 167, 5, 4
2268208, 5, 168, 5, 4
2270080, 6, 169, 5, 4
2271948, 6, 170, 5, 4
2273820, 5, 172, 5, 4
2275688, 5, 173, 5, 4
2277560, 5, 173, 5, 4
2279436, 5, 175, 5, 4
2281300, 5, 175, 5, 4
2283168, 5, 175, 5, 4
2285040, 5, 174, 5, 4
2286908, 5, 174, 5, 4
2288780, 5, 175, 5, 4
2290648, 5, 174, 5, 4
2292520, 5, 175, 5, 4
2294388, 5, 175, 5, 4
2296260, 5, 174, 5, 4
2298128, 5, 173, 5, 4
2300000, 6, 174, 5, 4
2301868, 5, 174, 5, 4
2303740, 5, 175, 5, 4
2305608, 5, 175, 5, 4
2307480, 6, 177, 5, 4
2309348, 5, 178, 5, 4
2311220, 5, 180, 5, 4
2313088, 5, 181, 5, 4
2314960, 5, 182, 5, 4
2316828, 5, 181, 5, 4
2318700, 5, 181, 5, 4
2320568, 5, 181, 5, 4
2322444, 6, 180, 5, 4
2324308, 5, 179, 5, 4
2326180, 5, 179, 5, 4
2328048, 5, 178, 5, 4
2329920, 6, 179, 5, 4
2331788, 5, 182, 5, 4
2333660, 5, 183, 5, 4
2335528, 5, 184, 5, 4
2337400, 6, 184, 5, 4
2339268, 5, 184, 5, 4
2341140, 5, 184, 5, 4
2343008, 5, 187, 5, 4
2344880, 5, 186, 5, 4
2346748, 5, 187, 5, 4
2348620, 5, 187, 5, 4
2350488, 5, 190, 5, 4
2352360, 5, 192, 5, 4
2354228, 5, 194, 5, 4
2356100, 5, 195, 5, 4
2357968, 5, 196, 5, 4
2359840, 6, 195, 5, 4
2361708, 5, 195, 5, 4
2363580, 5, 195, 5, 4
2365456, 5, 198, 5, 4
2367320, 6, 198, 5, 4
2369188, 5, 196, 5, 4
2371060, 5, 195, 5, 4
2372928, 5, 195, 5, 4
2374800, 6, 196, 5, 4
2376668, 5, 198, 5, 4
2378540, 5, 198, 5, 4
2380408, 5, 198, 5, 4
2382280, 6, 196, 5, 4
2384148, 5, 196, 5, 4
2386020, 5, 195, 5, 4
2387888, 5, 195, 5, 4
2389760, 6, 194, 5, 4
2391628, 5, 193, 5, 4
2393500, 4, 191, 5, 4
2395368, 5, 190, 5, 4
2397240, 5, 187, 5, 4
2399108, 5, 185, 5, 4
2400980, 5, 182, 5, 4
2402848, 5, 180, 5, 4
2404720, 5, 178, 5, 4
2406588, 5, 177, 5, 4
2408464, 5, 177, 5, 4
2410328, 5, 176, 5, 4
2412200, 5, 176, 5, 4
2414068, 5, 177, 5, 4
2415940, 5, 178, 5, 4
2417808, 4, 178, 5, 4
2419680, 5, 178, 5, 4
2421548, 5, 176, 5, 4
2423420, 5, 176, 5, 4
2425288, 5, 175, 5, 4
2427160, 5, 176, 5, 4
2429028, 5, 175, 5, 4
2430900, 5, 174, 5, 4
2432768, 5, 172, 5, 4
2434640, 4, 170, 5, 4
2436508, 5, 171, 5, 4
2438380, 5, 174, 5, 4
2440248, 5, 174, 5, 4
2442120, 6, 172, 5, 4
2443988, 5, 171, 5, 4
2445860, 5, 171, 5, 4
2447728, 5, 172, 5, 4
2449600, 6, 174, 5, 4
2451476, 5, 174, 5, 4
2453340, 5, 171, 5, 4
2455208, 5, 168, 5, 4
2457080, 5, 167, 5, 4
2458948, 5, 169, 5, 4
2460820, 5, 170, 5, 4
2462688, 5, 173, 5, 4
