time, x, z
5756252, 279, 90
5757696, 278, 90
5759140, 279, 90
5760588, 278, 90
5762032, 277, 90
5763476, 276, 91
5764920, 276, 90
5766368, 277, 91
5767812, 278, 90
5769256, 279, 90
5770700, 281, 91
5772148, 279, 92
5773592, 278, 91
5775036, 278, 90
5776480, 278, 89
5777928, 278, 90
5779372, 278, 89
5780816, 277, 90
5782260, 278, 90
5783708, 277, 91
5785152, 278, 92
5786596, 278, 92
5788040, 278, 92
5789488, 278, 91
5790932, 278, 91
5792376, 277, 91
5793824, 279, 91
5795268, 277, 90
5796712, 277, 89
5798160, 278, 90
5799600, 278, 89
5801048, 279, 89
5802492, 279, 91
5803936, 279, 91
5805380, 279, 92
5806828, 279, 91
5808272, 279, 90
5809716, 279, 90
5811160, 279, 89
5812608, 279, 90
5814052, 278, 91
5815496, 278, 91
5816940, 279, 91
5818392, 278, 91
5819832, 279, 91
5821276, 279, 92
5822720, 277, 93
5824168, 277, 92
5825616, 278, 92
5827056, 278, 92
5828500, 278, 92
5829948, 277, 91
5831392, 278, 89
5832840, 278, 89
5834280, 278, 88
5835728, 278, 88
5837172, 278, 90
5838616, 278, 90
5840060, 278, 90
5841508, 278, 89
5842956, 277, 89
5844396, 277, 89
5845840, 277, 89
5847288, 277, 88
5848732, 278, 89
5850176, 279, 89
5851620, 279, 90
5853068, 278, 90
5854512, 278, 90
5855956, 279, 90
5857400, 279, 89
5858848, 279, 90
5860292, 278, 90
5861736, 277, 90
5863180, 277, 90
5864628, 276, 90
5866072, 277, 89
5867516, 277, 89
5868960, 278, 89
5870408, 278, 90
5871852, 278, 90
5873296, 277, 90
5874744, 277, 90
5876188, 277, 90
5877632, 278, 90
5879076, 278, 90
5880520, 277, 88
5881968, 278, 88
5883412, 278, 89
5884856, 278, 89
5886300, 279, 90
5887748, 278, 91
5889192, 278, 91
5890636, 278, 92
5892080, 277, 92
5893528, 278, 91
5894972, 277, 90
5896416, 278, 90
5897860, 278, 89
5899312, 278, 88
5900752, 278, 87
5902196, 280, 89
5903640, 279, 89
5905088, 279, 89
5906536, 278, 88
5907976, 277, 89
5909420, 278, 89
5910868, 278, 90
5912312, 278, 90
5913756, 278, 90
5915200, 277, 88
5916648, 278, 88
5918092, 278, 89
5919536, 278, 88
5920980, 278, 88
5922428, 279, 88
5923872, 278, 89
5925316, 279, 90
5926760, 279, 91
5928208, 278, 90
5929652, 277, 90
5931096, 277, 89
5932540, 278, 89
5933988, 279, 89
5935432, 281, 89
5936876, 281, 90
5938320, 281, 90
5939768, 280, 91
5941212, 279, 91
5942656, 278, 89
5944100, 278, 90
5945548, 278, 90
5946992, 279, 89
5948440, 280, 90
5949880, 279, 91
5951328, 279, 90
5952772, 279, 91
5954216, 279, 90
5955664, 278, 90
5957108, 278, 90
5958552, 277, 90
5959996, 278, 90
5961440, 278, 89
5962888, 278, 89
5964332, 279, 89
5965776, 279, 89
5967220, 280, 89
5968668, 279, 89
5970112, 278, 90
5971556, 279, 91
5973008, 278, 91
5974448, 277, 90
5975892, 278, 91
5977336, 278, 91
5978780, 278, 89
5980232, 278, 88
5981672, 279, 88
5983116, 280, 89
5984560, 278, 91
5986008, 279, 90
5987456, 280, 89
5988896, 280, 89
5990340, 280, 90
5991788, 279, 90
5993232, 279, 89
5994676, 280, 89
5996120, 279, 88
5997568, 279, 89
5999012, 280, 90
6000456, 278, 90
6001900, 279, 91
6003348, 279, 91
6004792, 279, 91
6006236, 281, 92
6007680, 280, 90
6009128, 280, 89
6010572, 281, 89
6012016, 280, 90
6013460, 281, 91
6014908, 280, 90
6016352, 280, 92
6017796, 279, 91
6019240, 279, 91
6020688, 280, 91
6022132, 280, 90
6023576, 281, 89
6025020, 280, 89
6026468, 278, 89
6027912, 278, 90
6029360, 277, 91
6030800, 277, 90
6032248, 278, 90
6033692, 278, 91
6035136, 278, 90
6036584, 279, 90
6038028, 279, 91
6039472, 279, 91
6040916, 279, 90
6042360, 277, 91
6043808, 276, 91
6045252, 276, 91
6046696, 277, 91
6048140, 278, 91
6049588, 279, 91
6051032, 279, 91
6052476, 280, 91
6053920, 280, 92
6055368, 280, 92
6056812, 280, 91
6058256, 278, 91
6059700, 278, 91
6061152, 277, 91
6062592, 276, 91
6064036, 277, 91
6065480, 278, 91
6066928, 277, 91
6068372, 278, 90
6069816, 279, 91
6071260, 279, 91
6072708, 278, 91
6074152, 277, 91
6075596, 278, 91
6077040, 278, 91
6078488, 278, 92
6079932, 278, 91
6081376, 277, 90
6082824, 278, 90
6084268, 278, 91
6085712, 278, 90
6087156, 279, 91
6088600, 279, 91
6090048, 280, 90
6091492, 279, 90
6092936, 278, 90
6094380, 278, 89
6095828, 277, 90
6097272, 276, 90
6098716, 276, 89
6100160, 276, 88
6101608, 277, 90
6103056, 278, 91
6104496, 277, 90
6105940, 278, 90
6107388, 277, 90
6108832, 275, 91
6110280, 276, 91
6111720, 276, 90
6113168, 277, 90
6114612, 278, 89
6116056, 278, 90
6117504, 279, 91
6118948, 278, 92
6120392, 278, 91
6121836, 278, 91
6123280, 278, 91
6124728, 277, 90
6126172, 276, 90
6127624, 276, 89
6129060, 277, 88
6130508, 277, 89
6131952, 279, 90
6133396, 280, 90
6134840, 280, 90
6136288, 280, 91
6137732, 280, 91
6139176, 279, 90
6140620, 280, 90
6142072, 279, 89
6143512, 278, 89
6144956, 278, 90
6146400, 277, 90
6147848, 277, 90
6149292, 277, 89
6150736, 277, 89
6152180, 278, 90
6153628, 278, 91
6155072, 279, 91
6156516, 280, 92
6157960, 279, 92
6159408, 279, 91
6160852, 279, 90
6162296, 278, 89
6163740, 279, 90
6165188, 279, 89
6166632, 279, 88
6168076, 279, 88
6169520, 279, 89
6170968, 279, 90
6172412, 280, 90
6173856, 279, 90
6175300, 279, 90
6176748, 279, 90
6178192, 279, 90
6179636, 279, 90
6181080, 277, 90
6182528, 276, 91
6183976, 278, 91
6185416, 278, 91
6186860, 280, 90
6188308, 280, 91
6189752, 280, 91
6191200, 281, 92
6192640, 280, 92
6194088, 280, 92
6195532, 280, 92
6196976, 278, 93
6198420, 280, 92
6199868, 279, 90
6201312, 279, 90
6202756, 279, 92
6204200, 278, 91
6205648, 279, 92
6207092, 279, 93
6208536, 279, 92
6209980, 280, 92
6211428, 279, 91
6212872, 279, 92
6214316, 280, 92
6215760, 279, 92
6217208, 279, 93
6218652, 278, 93
6220096, 278, 92
6221540, 278, 92
6222992, 278, 91
6224432, 277, 91
6225876, 277, 90
6227320, 276, 91
6228768, 277, 91
6230212, 278, 89
6231656, 278, 89
6233108, 278, 90
6234548, 278, 91
6235992, 279, 92
6237436, 280, 92
6238880, 279, 91
6240328, 279, 91
6241772, 278, 92
6243216, 277, 91
6244660, 279, 90
6246108, 279, 89
6247552, 279, 89
6248996, 279, 89
6250440, 279, 89
6251888, 280, 91
6253332, 280, 92
6254776, 280, 93
6256220, 280, 93
6257672, 279, 93
6259112, 279, 93
6260556, 279, 93
6262000, 278, 93
6263448, 279, 93
6264896, 279, 92
6266336, 278, 92
6267780, 279, 91
6269228, 278, 91
6270672, 278, 91
6272120, 280, 90
6273560, 279, 90
6275008, 278, 90
6276452, 277, 90
6277896, 277, 90
6279340, 279, 90
6280788, 279, 90
6282232, 279, 90
6283676, 279, 91
6285120, 279, 91
6286568, 279, 91
6288012, 279, 92
6289456, 279, 91
6290900, 279, 90
6292348, 279, 89
6293792, 278, 88
6295236, 277, 88
6296680, 276, 88
6298128, 276, 88
6299572, 277, 87
6301016, 276, 88
6302460, 277, 88
6303908, 278, 88
6305352, 279, 89
6306796, 280, 88
6308240, 279, 90
6309688, 279, 91
6311132, 280, 89
6312576, 279, 89
6314024, 279, 88
6315468, 278, 88
6316912, 277, 89
6318356, 278, 89
6319800, 278, 90
6321248, 279, 90
6322692, 279, 89
6324136, 279, 89
6325580, 279, 91
6327028, 279, 90
6328472, 279, 89
6329916, 278, 90
6331360, 278, 89
6332808, 279, 89
6334252, 281, 89
6335696, 280, 90
6337140, 280, 90
6338592, 280, 90
6340032, 279, 89
6341476, 278, 89
6342920, 277, 90
6344368, 278, 91
6345816, 279, 92
6347256, 278, 92
6348700, 279, 91
6350148, 279, 90
6351592, 280, 90
6353040, 281, 91
6354480, 281, 91
6355928, 281, 90
6357372, 280, 90
6358816, 280, 90
6360260, 280, 91
6361708, 280, 93
6363156, 279, 93
6364596, 279, 92
6366040, 279, 90
6367488, 279, 90
6368932, 279, 89
6370376, 278, 89
6371820, 280, 89
6373268, 278, 90
6374712, 279, 91
6376156, 279, 91
6377600, 278, 91
6379048, 278, 91
6380492, 278, 90
6381936, 278, 89
6383380, 280, 89
6384828, 279, 89
6386272, 278, 89
6387724, 278, 88
6389160, 278, 88
6390608, 277, 88
6392052, 278, 89
6393496, 277, 90
6394944, 277, 91
6396388, 277, 91
6397832, 277, 91
6399276, 279, 91
6400720, 277, 92
6402168, 277, 90
6403612, 277, 90
6405056, 278, 90
6406500, 279, 90
6407948, 278, 90
6409392, 278, 90
6410836, 279, 91
6412280, 279, 90
6413728, 279, 90
6415172, 279, 90
6416616, 279, 90
6418060, 279, 90
6419512, 279, 91
6420952, 279, 93
6422396, 279, 93
6423840, 279, 91
6425288, 278, 92
6426736, 278, 92
6428176, 278, 92
6429620, 279, 92
6431068, 279, 92
6432512, 279, 92
6433956, 280, 92
6435400, 279, 91
6436848, 279, 91
6438292, 279, 91
6439736, 278, 90
6441180, 280, 90
6442628, 279, 90
6444072, 279, 90
6445516, 279, 91
6446960, 280, 92
6448408, 280, 90
6449852, 280, 91
6451296, 279, 90
6452740, 279, 90
6454188, 279, 90
6455632, 280, 90
6457076, 281, 89
6458520, 280, 89
6459968, 279, 89
6461412, 278, 88
6462856, 278, 88
6464300, 278, 88
6465748, 278, 89
6467192, 278, 90
6468640, 278, 91
6470080, 277, 90
6471528, 278, 90
6472972, 278, 90
6474416, 278, 90
6475864, 278, 90
6477308, 278, 91
6478752, 278, 90
6480196, 280, 91
6481640, 280, 92
6483088, 280, 91
6484532, 280, 91
6485976, 279, 92
6487420, 280, 92
6488868, 279, 91
6490312, 280, 90
6491756, 280, 90
6493208, 279, 89
6494648, 278, 90
6496092, 278, 90
6497536, 277, 90
6498980, 279, 89
6500432, 279, 90
6501872, 279, 91
6503316, 279, 91
6504760, 279, 91
6506208, 279, 91
6507656, 280, 90
6509096, 279, 90
6510540, 279, 88
6511988, 278, 89
6513432, 278, 90
6514876, 279, 90
6516320, 279, 89
6517772, 280, 89
6519212, 280, 89
6520656, 279, 89
6522100, 279, 89
6523548, 279, 90
6524992, 279, 90
6526436, 278, 90
6527880, 278, 89
6529328, 278, 90
6530772, 279, 90
6532216, 279, 91
6533660, 279, 91
6535108, 278, 90
6536552, 279, 91
6537996, 280, 91
6539440, 279, 91
6540888, 279, 90
6542332, 278, 91
6543776, 277, 91
6545220, 279, 90
6546668, 278, 90
6548112, 279, 88
6549560, 279, 89
6551000, 279, 89
6552448, 279, 90
6553892, 279, 90
6555336, 279, 90
6556784, 279, 90
6558228, 278, 90
6559672, 278, 90
6561116, 278, 90
6562560, 278, 89
6564008, 277, 90
6565452, 277, 89
6566896, 278, 89
6568340, 278, 89
6569788, 279, 89
6571232, 279, 90
6572676, 280, 91
6574120, 279, 90
6575568, 279, 90
6577012, 278, 89
6578456, 278, 89
6579900, 279, 89
6581352, 279, 89
6582792, 279, 89
6584236, 279, 90
6585680, 278, 90
6587128, 278, 90
6588572, 279, 90
6590016, 278, 90
6591460, 278, 91
6592908, 278, 90
6594352, 278, 90
6595796, 279, 91
6597240, 279, 92
6598688, 278, 92
6600132, 279, 91
6601576, 278, 90
6603024, 278, 89
6604468, 279, 90
6605912, 278, 90
6607356, 278, 90
6608800, 278, 89
6610248, 277, 88
6611692, 277, 89
6613136, 276, 89
6614580, 278, 89
6616028, 277, 89
6617472, 278, 90
6618916, 280, 90
6620360, 280, 91
6621808, 279, 90
6623256, 279, 90
6624696, 279, 90
6626140, 281, 89
6627588, 279, 90
6629032, 279, 90
6630480, 279, 90
6631920, 279, 90
6633368, 280, 90
6634812, 281, 89
6636256, 280, 89
6637704, 281, 89
6639148, 277, 89
6640592, 277, 89
6642036, 278, 90
6643480, 277, 90
6644928, 277, 89
6646372, 277, 88
6647824, 278, 88
6649260, 279, 90
6650708, 278, 91
6652152, 278, 91
6653596, 279, 91
6655040, 277, 90
6656488, 278, 89
6657932, 278, 89
6659376, 279, 89
6660820, 279, 90
6662272, 278, 91
6663712, 277, 90
6665156, 277, 89
6666600, 277, 89
6668048, 278, 89
6669492, 278, 90
6670936, 279, 91
6672380, 279, 92
6673828, 278, 91
6675272, 278, 92
6676716, 278, 92
6678160, 278, 92
6679608, 278, 90
6681052, 278, 90
6682496, 279, 89
6683940, 279, 90
6685388, 278, 91
6686832, 278, 91
6688276, 279, 91
6689720, 279, 91
6691168, 278, 90
6692612, 278, 89
6694056, 278, 91
6695500, 279, 91
6696948, 279, 91
6698392, 279, 89
6699836, 279, 90
6701280, 279, 91
6702728, 280, 91
6704176, 280, 91
6705616, 280, 91
6707060, 280, 91
6708508, 281, 90
6709952, 280, 90
6711400, 280, 91
6712840, 279, 91
6714288, 279, 91
6715732, 279, 91
6717176, 278, 91
6718620, 279, 91
6720068, 279, 91
6721512, 279, 91
6722956, 280, 90
6724400, 278, 90
6725848, 278, 89
6727292, 277, 89
6728736, 277, 88
6730180, 277, 89
6731628, 277, 90
6733072, 277, 90
6734516, 278, 90
6735960, 278, 90
6737408, 280, 89
6738852, 280, 89
6740296, 280, 89
6741740, 279, 90
6743188, 277, 90
6744632, 277, 90
6746076, 278, 91
6747520, 279, 92
6748968, 280, 92
6750412, 281, 91
6751856, 279, 91
6753304, 278, 93
6754748, 278, 92
6756192, 279, 90
6757640, 280, 89
6759080, 280, 90
6760528, 280, 91
6761972, 279, 92
6763416, 279, 90
6764860, 280, 90
6766308, 280, 90
6767752, 280, 91
6769196, 280, 92
6770640, 280, 92
6772088, 280, 91
6773532, 280, 90
6774976, 279, 90
6776420, 278, 91
6777872, 277, 90
6779312, 277, 90
6780756, 278, 89
6782200, 279, 88
6783648, 279, 89
6785096, 279, 91
6786536, 279, 91
6787980, 279, 91
6789428, 279, 91
6790872, 279, 92
6792320, 280, 91
6793760, 280, 91
6795208, 280, 92
6796652, 280, 91
6798096, 279, 90
6799540, 280, 90
6800988, 278, 90
6802436, 277, 89
6803876, 278, 90
6805320, 278, 90
6806768, 278, 90
6808212, 278, 90
6809656, 277, 89
6811100, 277, 89
6812548, 277, 89
6813992, 278, 89
6815436, 279, 90
6816880, 279, 90
6818328, 279, 90
6819772, 280, 89
6821216, 280, 90
6822660, 280, 90
6824108, 280, 90
6825552, 279, 89
6826996, 279, 88
6828440, 278, 89
6829888, 278, 88
6831332, 279, 88
6832776, 278, 88
6834224, 280, 90
6835668, 280, 90
6837112, 280, 89
6838556, 281, 90
6840000, 279, 90
6841448, 279, 91
6842892, 279, 91
6844336, 278, 91
6845780, 278, 90
6847228, 278, 90
6848672, 277, 91
6850116, 277, 92
6851560, 276, 91
6853008, 277, 91
6854452, 278, 91
6855896, 278, 92
6857340, 279, 90
6858792, 279, 90
6860232, 279, 90
6861676, 279, 89
6863120, 279, 90
6864568, 279, 90
6866016, 279, 90
6867456, 280, 90
6868900, 281, 90
6870348, 281, 91
6871792, 281, 92
6873236, 281, 91
6874680, 281, 91
6876128, 280, 89
6877572, 279, 88
6879016, 278, 89
6880460, 278, 89
6881908, 278, 89
6883352, 278, 90
6884796, 278, 90
6886240, 279, 89
6887688, 280, 89
6889132, 280, 90
6890576, 280, 89
6892020, 281, 90
6893468, 279, 89
6894912, 278, 89
6896356, 279, 89
6897800, 278, 88
6899248, 278, 88
6900692, 278, 87
6902136, 278, 87
6903580, 280, 89
6905028, 280, 90
6906472, 279, 90
6907924, 279, 91
6909360, 278, 91
6910808, 279, 92
6912252, 278, 93
6913696, 278, 93
6915144, 278, 92
6916588, 278, 91
6918032, 277, 91
6919476, 278, 92
6920920, 277, 93
6922368, 278, 93
6923812, 280, 95
6925256, 278, 94
6926700, 279, 93
6928148, 278, 93
6929592, 277, 93
6931036, 277, 93
6932488, 278, 93
6933928, 277, 93
6935372, 278, 92
6936816, 278, 92
6938260, 279, 93
6939712, 278, 92
6941152, 278, 92
6942596, 279, 91
6944040, 279, 91
6945488, 279, 91
6946936, 279, 90
6948376, 278, 90
6949820, 280, 89
6951268, 278, 88
6952712, 277, 87
6954156, 278, 88
6955600, 277, 88
6957048, 278, 88
6958492, 278, 87
6959936, 279, 86
6961380, 280, 85
6962828, 278, 86
6964272, 278, 85
6965716, 279, 85
6967160, 279, 86
6968608, 279, 88
6970052, 279, 88
6971496, 278, 89
6972940, 278, 90
6974388, 278, 89
6975832, 278, 89
6977276, 279, 90
6978720, 279, 91
6980168, 279, 91
6981612, 278, 90
6983056, 277, 91
6984500, 277, 90
6985948, 276, 90
6987392, 277, 89
6988840, 278, 91
6990280, 278, 91
6991728, 278, 90
6993172, 278, 91
6994616, 278, 91
6996064, 279, 90
6997508, 279, 89
6998952, 279, 90
7000396, 278, 91
7001840, 277, 92
7003288, 278, 91
7004732, 278, 90
7006176, 280, 91
7007620, 280, 91
7009068, 279, 91
7010512, 280, 90
7011956, 280, 90
7013400, 280, 89
7014848, 279, 88
7016292, 279, 89
7017736, 279, 89
7019180, 279, 91
7020632, 279, 91
7022072, 279, 90
7023516, 279, 91
7024960, 279, 92
7026408, 278, 91
7027856, 278, 90
7029296, 276, 90
7030740, 278, 90
7032188, 277, 89
7033632, 277, 89
7035076, 278, 89
7036520, 278, 89
7037972, 278, 89
7039412, 278, 89
7040856, 278, 88
7042300, 279, 87
7043748, 278, 88
7045192, 277, 88
7046636, 277, 88
7048080, 277, 87
7049528, 278, 87
7050972, 278, 88
7052416, 278, 88
7053860, 278, 88
7055308, 278, 88
7056752, 278, 88
7058196, 279, 88
7059640, 277, 89
7061088, 278, 89
7062536, 279, 90
7063976, 279, 89
7065420, 279, 89
7066868, 278, 90
7068312, 279, 91
7069760, 280, 92
7071200, 278, 92
7072648, 279, 92
7074092, 280, 92
7075536, 280, 93
7076984, 280, 92
7078428, 279, 92
7079872, 278, 92
7081316, 278, 93
7082760, 277, 94
7084208, 278, 94
7085652, 278, 94
7087096, 278, 93
7088540, 279, 94
7089988, 279, 93
7091432, 279, 93
7092876, 280, 93
7094320, 279, 93
7095768, 279, 93
7097212, 279, 93
7098656, 279, 92
7100100, 279, 91
7101552, 279, 90
7102992, 278, 90
7104436, 278, 90
7105880, 278, 91
7107328, 279, 91
7108772, 279, 92
7110216, 278, 93
7111660, 278, 93
7113108, 278, 93
7114552, 278, 92
7115996, 280, 90
7117440, 281, 90
7118888, 281, 91
7120332, 281, 90
7121776, 281, 90
7123220, 280, 89
7124668, 279, 89
7126112, 279, 88
7127556, 279, 87
7129000, 278, 88
7130448, 278, 89
7131892, 278, 88
7133336, 278, 88
7134780, 278, 88
7136228, 278, 88
7137672, 278, 88
7139116, 279, 89
7140560, 278, 89
7142008, 278, 89
7143456, 278, 88
7144896, 277, 89
7146340, 277, 90
7147788, 278, 89
7149232, 279, 90
7150680, 280, 90
7152120, 279, 92
7153568, 280, 92
7155012, 280, 93
7156456, 281, 93
7157904, 281, 93
7159348, 281, 91
7160792, 280, 91
7162236, 279, 91
7163680, 278, 91
7165128, 279, 92
7166572, 280, 92
7168024, 280, 93
7169460, 280, 93
7170908, 279, 94
7172352, 279, 93
7173796, 278, 93
7175240, 277, 92
7176688, 277, 91
7178132, 277, 91
7179576, 277, 92
7181020, 277, 92
7182472, 277, 91
7183912, 277, 91
7185356, 278, 91
7186800, 278, 90
7188248, 278, 90
7189692, 279, 90
7191136, 279, 90
7192588, 279, 89
7194028, 277, 88
7195472, 277, 88
7196916, 278, 88
7198360, 278, 87
7199808, 278, 87
7201252, 279, 88
7202696, 280, 89
7204140, 280, 89
7205588, 279, 89
7207032, 279, 89
7208476, 279, 88
7209920, 278, 87
7211368, 278, 88
7212812, 277, 88
7214256, 276, 89
7215700, 278, 89
7217148, 278, 89
7218592, 279, 89
7220036, 281, 91
7221480, 281, 91
7222928, 280, 93
7224376, 280, 91
7225816, 279, 90
7227260, 279, 89
7228708, 277, 90
7230152, 277, 89
7231600, 278, 88
7233040, 278, 89
7234488, 278, 89
7235932, 278, 89
7237376, 278, 90
7238820, 279, 91
7240268, 278, 92
7241712, 277, 92
7243156, 278, 91
7244600, 278, 92
7246048, 279, 92
7247492, 280, 93
7248936, 280, 92
7250380, 280, 93
7251828, 279, 94
7253272, 279, 93
7254716, 279, 93
7256160, 280, 93
7257608, 280, 93
7259052, 280, 92
7260496, 278, 92
7261940, 278, 92
7263388, 278, 91
7264832, 278, 91
7266276, 278, 92
7267720, 278, 93
7269168, 279, 93
7270612, 280, 93
7272056, 280, 94
7273504, 280, 91
7274948, 279, 90
7276392, 278, 91
7277840, 279, 90
7279280, 279, 91
7280728, 279, 91
7282172, 278, 91
7283616, 278, 91
7285060, 278, 90
7286508, 279, 91
7287952, 279, 91
7289396, 280, 91
7290840, 279, 90
7292288, 278, 90
7293732, 278, 90
7295176, 277, 89
7296620, 277, 89
7298072, 276, 90
7299512, 278, 90
7300956, 279, 91
7302400, 279, 91
7303848, 279, 92
7305296, 280, 91
7306736, 278, 91
7308180, 278, 90
7309628, 278, 90
7311072, 278, 89
7312520, 279, 90
7313960, 278, 90
7315408, 277, 90
7316852, 277, 90
7318296, 277, 90
7319740, 280, 91
7321188, 279, 91
7322636, 279, 91
7324076, 280, 91
7325520, 279, 91
7326968, 278, 91
7328412, 278, 91
7329856, 280, 92
7331300, 279, 91
7332748, 278, 91
7334192, 277, 92
7335636, 277, 93
7337080, 278, 92
7338528, 279, 92
7339972, 280, 92
7341416, 280, 93
7342860, 280, 92
7344308, 279, 91
7345752, 278, 93
7347196, 280, 94
7348640, 280, 95
7350088, 281, 96
7351532, 280, 93
7352976, 279, 93
7354424, 278, 93
7355868, 278, 92
7357312, 278, 91
7358756, 279, 92
7360200, 278, 92
7361648, 278, 91
7363092, 278, 91
7364536, 279, 91
7365980, 281, 90
7367428, 279, 90
7368872, 280, 90
7370316, 281, 90
7371760, 282, 91
7373208, 281, 91
7374652, 280, 91
7376096, 279, 90
7377540, 281, 90
7378992, 279, 91
7380432, 279, 91
7381876, 279, 91
7383320, 278, 90
7384768, 278, 90
7386216, 278, 89
7387656, 278, 89
7389100, 279, 90
7390548, 279, 91
7391992, 279, 91
7393436, 279, 90
7394880, 278, 89
7396328, 278, 89
7397772, 278, 90
7399216, 278, 91
7400660, 278, 91
7402108, 278, 92
7403552, 279, 94
7404996, 281, 93
7406440, 280, 93
7407888, 280, 93
7409332, 280, 93
7410776, 280, 92
7412220, 280, 92
7413668, 280, 91
7415112, 281, 92
7416556, 281, 93
7418000, 280, 95
7419448, 279, 95
7420892, 278, 95
7422336, 278, 94
7423780, 280, 95
7425228, 279, 95
7426672, 279, 95
7428120, 279, 95
7429560, 279, 95
7431008, 279, 96
7432452, 279, 99
7433896, 279, 102
7435428, 279, 103
7436956, 278, 101
7438488, 278, 97
7439932, 279, 94
7441376, 279, 92
7442820, 279, 90
7444268, 278, 92
7445712, 278, 93
7447156, 278, 93
7448600, 278, 92
7450048, 278, 91
7451492, 278, 92
7452936, 277, 95
7454380, 279, 98
7455832, 279, 101
7457356, 280, 101
7458888, 280, 98
7460332, 280, 95
7461776, 278, 92
7463220, 278, 90
7464668, 278, 91
7466112, 278, 94
7467556, 278, 96
7469000, 278, 97
7470448, 279, 96
7471892, 280, 96
7473336, 279, 99
7474780, 280, 100
7476312, 279, 102
7477840, 279, 102
7479372, 279, 101
7480900, 279, 99
7482348, 279, 97
7483792, 279, 97
7485236, 278, 97
7486680, 278, 98
7488128, 278, 99
7489576, 278, 100
7491100, 279, 101
7492632, 278, 101
7494160, 279, 102
7495696, 279, 103
7497220, 279, 105
7498756, 279, 106
7500280, 279, 104
7501812, 280, 103
7503340, 282, 102
7504872, 280, 102
7506400, 280, 102
7507932, 280, 102
7509460, 280, 102
7510992, 279, 103
7512520, 279, 104
7514052, 279, 106
7515580, 278, 106
7517112, 278, 108
7518640, 278, 109
7520172, 278, 110
7521700, 279, 110
7523232, 279, 111
7524760, 279, 111
7526292, 279, 109
7527820, 279, 109
7529352, 279, 108
7530880, 279, 107
7532412, 281, 108
7533940, 281, 110
7535472, 281, 111
7537000, 280, 113
7538532, 280, 116
7540060, 280, 115
7541592, 281, 114
7543120, 281, 114
7544652, 279, 114
7546180, 278, 114
7547712, 277, 114
7549240, 277, 115
7550772, 278, 115
7552300, 279, 115
7553832, 280, 115
7555360, 281, 115
7556892, 281, 115
7558420, 280, 116
7559952, 280, 117
7561480, 279, 118
7563012, 280, 118
7564540, 280, 119
7566072, 280, 119
7567600, 280, 118
7569132, 280, 117
7570660, 281, 118
7572192, 282, 119
7573720, 282, 118
7575252, 282, 118
7576780, 280, 118
7578312, 279, 119
7579840, 279, 121
7581372, 280, 121
7582900, 280, 122
7584432, 280, 120
7585960, 279, 122
7587492, 280, 122
7589020, 280, 123
7590552, 281, 122
7592080, 283, 121
7593612, 280, 118
7595140, 280, 115
7596672, 279, 112
7598200, 279, 107
7599732, 279, 102
7601260, 280, 94
7602708, 281, 87
7604152, 280, 82
7605596, 279, 78
7607040, 279, 76
7608488, 280, 74
7609932, 280, 74
7611376, 279, 76
7612820, 279, 78
7614268, 279, 81
7615712, 278, 84
7617156, 279, 84
7618600, 278, 83
7620048, 278, 81
7621492, 279, 77
7622936, 279, 73
7624380, 279, 68
7625832, 278, 64
7627272, 278, 60
7628716, 279, 57
7630160, 280, 55
7631608, 279, 54
7633052, 278, 55
7634496, 278, 57
7635940, 279, 60
7637388, 277, 66
7638832, 278, 70
7640276, 279, 72
7641720, 278, 72
7643168, 278, 73
7644612, 278, 72
7646056, 278, 71
7647504, 279, 67
7648948, 279, 62
7650392, 279, 58
7651836, 280, 54
7653280, 280, 53
7654728, 282, 53
7656172, 282, 54
7657616, 281, 57
7659060, 280, 59
7660508, 279, 63
7661952, 279, 65
7663396, 280, 68
7664840, 279, 70
7666288, 280, 71
7667736, 280, 72
7669176, 280, 72
7670620, 281, 71
7672068, 281, 70
7673512, 280, 68
7674960, 280, 68
7676400, 280, 67
7677848, 280, 68
7679292, 280, 68
7680736, 279, 71
7682184, 278, 73
7683628, 279, 75
7685072, 279, 77
7686516, 281, 78
7687960, 280, 79
7689408, 280, 80
7690852, 280, 81
7692304, 280, 81
7693740, 279, 80
7695188, 278, 79
7696632, 277, 79
7698076, 277, 80
7699520, 277, 83
7700968, 278, 85
7702412, 278, 85
7703856, 279, 86
7705300, 280, 87
7706752, 279, 87
7708192, 279, 86
7709636, 279, 84
7711080, 278, 83
7712528, 277, 83
7713972, 277, 84
7715416, 277, 84
7716860, 280, 83
7718308, 278, 83
7719752, 278, 83
7721196, 279, 83
7722640, 279, 85
7724088, 278, 86
7725532, 279, 86
7726976, 278, 86
7728420, 279, 84
7729868, 278, 85
7731312, 279, 85
7732756, 280, 86
7734200, 279, 85
7735648, 279, 84
7737092, 279, 82
7738536, 279, 80
7739980, 280, 79
7741428, 279, 78
7742872, 279, 79
7744316, 279, 78
7745760, 279, 79
7747208, 279, 80
7748656, 279, 81
7750096, 279, 80
7751540, 279, 80
7752988, 279, 80
7754432, 279, 80
7755880, 279, 80
7757320, 279, 79
7758768, 279, 79
7760212, 279, 77
7761656, 278, 76
7763100, 278, 75
7764548, 278, 75
7765992, 278, 74
7767436, 279, 75
7768880, 279, 75
7770328, 279, 76
7771772, 280, 76
7773216, 280, 77
7774660, 280, 77
7776108, 279, 77
7777552, 279, 75
7778996, 279, 75
7780440, 279, 73
7781888, 279, 73
7783332, 278, 73
