time, x, z
16250952, 279, 89
16252476, 280, 88
16254008, 280, 89
16255536, 280, 89
16257072, 280, 90
16258596, 280, 90
16260128, 280, 89
16261656, 279, 89
16263192, 278, 88
16264716, 277, 89
16266252, 278, 89
16267776, 279, 88
16269308, 279, 88
16270836, 278, 89
16272368, 279, 90
16273896, 279, 89
16275428, 279, 88
16276956, 278, 88
16278488, 278, 89
16280016, 278, 90
16281548, 278, 89
16283076, 278, 89
16284608, 278, 91
16286136, 277, 90
16287668, 277, 89
16289196, 278, 89
16290728, 279, 89
16292256, 279, 90
16293788, 278, 90
16295316, 278, 91
16296848, 277, 90
16298376, 277, 90
16299908, 277, 89
16301436, 277, 90
16302968, 278, 90
16304496, 279, 91
16306028, 280, 91
16307556, 281, 91
16309088, 281, 92
16310616, 281, 92
16312148, 280, 91
16313676, 279, 91
16315208, 279, 91
16316736, 279, 90
16318268, 278, 89
16319796, 278, 90
16321328, 278, 89
16322856, 279, 92
16324388, 280, 90
16325916, 279, 91
16327448, 279, 91
16328976, 278, 90
16330508, 278, 92
16332040, 278, 91
16333568, 278, 91
16335096, 278, 90
16336628, 279, 91
16338156, 279, 90
16339688, 281, 92
16341216, 279, 91
16342748, 278, 90
16344276, 278, 90
16345808, 278, 90
16347336, 277, 91
16348868, 277, 91
16350396, 278, 92
16351928, 279, 92
16353456, 280, 91
16354988, 279, 91
16356516, 280, 91
16358048, 280, 92
16359576, 281, 93
16361108, 280, 94
16362640, 280, 94
16364168, 280, 94
16365696, 281, 94
16367228, 281, 94
16368760, 281, 95
16370288, 280, 95
16371816, 280, 96
16373348, 281, 96
16374880, 281, 96
16376408, 281, 96
16377936, 280, 95
16379468, 281, 96
16381000, 280, 96
16382528, 281, 95
16384056, 282, 94
16385588, 281, 95
16387120, 281, 94
16388648, 280, 94
16390176, 279, 93
16391708, 279, 94
16393240, 280, 96
16394768, 281, 96
16396304, 281, 97
16397828, 280, 96
16399356, 280, 94
16400888, 280, 95
16402416, 281, 94
16403948, 280, 94
16405476, 281, 95
16407008, 281, 95
16408536, 280, 95
16410068, 280, 94
16411596, 280, 94
16413128, 280, 95
16414656, 281, 95
16416188, 281, 95
16417716, 280, 94
16419248, 279, 94
16420776, 280, 94
16422308, 280, 94
16423836, 280, 95
16425368, 280, 97
16426896, 281, 96
16428428, 280, 96
16429956, 280, 95
16431488, 279, 93
16433016, 278, 93
16434548, 280, 92
16436076, 281, 92
16437608, 280, 95
16439136, 281, 94
16440668, 281, 95
16442196, 281, 96
16443728, 281, 93
16445256, 281, 92
16446788, 280, 91
16448316, 280, 92
16449848, 280, 93
16451376, 281, 92
16452908, 280, 91
16454436, 280, 93
16455968, 279, 93
16457496, 279, 93
16459028, 279, 93
16460556, 280, 94
16462088, 281, 92
16463616, 281, 93
16465148, 281, 93
16466676, 280, 93
16468208, 280, 92
16469736, 280, 92
16471268, 281, 92
16472796, 280, 91
16474328, 280, 92
16475856, 280, 92
16477388, 281, 94
16478916, 281, 95
16480448, 281, 96
16481976, 281, 97
16483508, 281, 95
16485036, 281, 96
16486568, 281, 96
16488096, 281, 98
16489628, 281, 98
16491156, 282, 100
16492772, 282, 99
16494300, 282, 99
16495832, 282, 100
16497448, 282, 100
16499060, 281, 101
16500676, 282, 98
16502208, 281, 98
16503736, 282, 96
16505268, 282, 95
16506796, 281, 96
16508328, 281, 96
16509856, 281, 96
16511388, 281, 95
16512916, 281, 94
16514448, 280, 94
16515976, 280, 93
16517508, 280, 94
16519036, 280, 94
16520568, 281, 94
16522096, 281, 95
16523628, 281, 94
16525156, 282, 96
16526688, 282, 94
16528216, 282, 95
16529748, 281, 94
16531276, 280, 94
16532808, 280, 94
16534336, 280, 94
16535868, 279, 96
16537396, 280, 95
16538928, 281, 96
16540456, 283, 96
16541988, 283, 95
16543516, 282, 94
16545048, 282, 93
16546576, 281, 93
16548108, 281, 93
16549636, 281, 94
16551168, 282, 94
16552696, 283, 94
16554228, 283, 93
16555756, 282, 95
16557288, 281, 95
16558816, 281, 96
16560348, 281, 96
16561876, 281, 97
16563408, 280, 97
16564936, 280, 97
16566468, 280, 96
16567996, 279, 96
16569528, 279, 98
16571056, 280, 98
16572588, 280, 99
16574116, 281, 99
16575648, 282, 100
16577260, 282, 100
16578876, 282, 99
16580408, 282, 99
16581936, 282, 100
16583552, 281, 100
16585168, 281, 99
16586696, 280, 99
16588228, 281, 98
16589756, 281, 98
16591288, 283, 99
16592816, 283, 100
16594432, 283, 100
16596048, 282, 100
16597660, 282, 99
16599192, 282, 99
16600720, 281, 98
16602256, 281, 95
16603780, 281, 95
16605312, 282, 96
16606840, 283, 97
16608376, 283, 98
16609900, 284, 99
16611432, 283, 97
16612960, 283, 97
16614496, 282, 97
16616020, 281, 97
16617552, 281, 96
16619080, 281, 96
16620616, 280, 96
16622140, 281, 98
16623672, 282, 97
16625200, 282, 97
16626736, 282, 98
16628260, 282, 98
16629792, 281, 98
16631320, 281, 97
16632856, 280, 97
16634380, 280, 98
16635916, 281, 97
16637440, 282, 98
16638972, 283, 98
16640500, 283, 98
16642032, 283, 100
16643648, 283, 100
16645260, 283, 99
16646792, 282, 98
16648320, 282, 98
16649852, 282, 99
16651384, 284, 100
16652996, 284, 100
16654612, 283, 100
16656228, 284, 100
16657840, 283, 99
16659372, 284, 99
16660900, 283, 99
16662432, 283, 99
16663960, 283, 99
16665492, 282, 98
16667020, 283, 101
16668636, 283, 99
16670168, 283, 100
16671780, 283, 100
16673396, 283, 101
16675012, 283, 101
16676628, 283, 101
16678240, 282, 99
16679772, 283, 98
16681300, 282, 98
16682832, 281, 98
16684360, 281, 97
16685892, 282, 96
16687420, 282, 97
16688952, 282, 98
16690480, 282, 99
16692012, 282, 100
16693628, 282, 99
16695156, 283, 99
16696688, 281, 99
16698216, 281, 100
16699832, 281, 99
16701360, 281, 99
16702892, 281, 99
16704420, 282, 99
16705952, 282, 97
16707480, 283, 98
16709012, 282, 99
16710540, 282, 100
16712156, 283, 99
16713688, 283, 97
16715216, 283, 97
16716748, 283, 96
16718276, 283, 96
16719808, 282, 97
16721336, 283, 97
16722868, 283, 97
16724396, 282, 100
16726012, 283, 99
16727540, 282, 98
16729072, 282, 97
16730600, 282, 96
16732132, 281, 96
16733660, 282, 96
16735192, 283, 97
16736720, 283, 97
16738252, 283, 99
16739780, 283, 101
16741400, 284, 101
16743012, 283, 100
16744628, 283, 100
16746240, 282, 101
16747856, 282, 102
16749472, 281, 102
16751088, 280, 100
16752700, 281, 98
16754232, 282, 98
16755760, 283, 98
16757292, 284, 98
16758824, 283, 98
16760352, 283, 99
16761880, 281, 99
16763412, 280, 99
16764948, 280, 98
16766472, 281, 99
16768008, 282, 98
16769532, 283, 99
16771060, 282, 98
16772592, 282, 98
16774120, 282, 98
16775652, 282, 98
16777180, 281, 99
16778712, 281, 99
16780240, 282, 98
16781772, 281, 98
16783300, 282, 98
16784832, 282, 98
16786360, 282, 97
16787892, 281, 96
16789420, 281, 97
16790952, 282, 98
16792480, 284, 99
16794012, 284, 98
16795540, 284, 99
16797072, 283, 98
16798600, 282, 98
16800132, 281, 99
16801660, 282, 99
16803192, 282, 100
16804808, 283, 101
16806420, 282, 101
16808036, 282, 100
16809652, 283, 100
16811268, 283, 99
16812796, 283, 99
16814328, 282, 98
16815856, 282, 99
16817388, 282, 100
16819000, 282, 99
16820532, 283, 99
16822060, 283, 99
16823592, 283, 99
16825120, 283, 100
16826736, 282, 100
16828352, 282, 99
16829880, 282, 99
16831412, 282, 99
16832940, 282, 99
16834472, 283, 99
16836000, 284, 99
16837532, 282, 100
16839148, 283, 103
16840760, 281, 100
16842376, 281, 101
16843992, 281, 102
16845608, 283, 101
16847220, 282, 99
16848752, 282, 98
16850280, 281, 98
16851812, 281, 97
16853340, 283, 98
16854872, 283, 100
16856488, 283, 101
16858100, 282, 101
16859716, 282, 101
16861332, 282, 99
16862860, 281, 99
16864392, 281, 99
16865920, 283, 99
16867456, 281, 98
16868980, 281, 98
16870512, 282, 99
16872040, 282, 99
16873576, 282, 99
16875100, 283, 99
16876632, 283, 98
16878160, 282, 96
16879696, 282, 97
16881220, 281, 99
16882752, 281, 101
16884368, 281, 101
16885980, 281, 99
16887512, 281, 101
16889128, 282, 100
16890740, 283, 99
16892272, 284, 98
16893800, 284, 99
16895332, 283, 98
16896860, 283, 99
16898392, 283, 98
16899920, 282, 97
16901452, 281, 97
16902980, 281, 98
16904512, 280, 99
16906040, 282, 101
16907656, 283, 101
16909272, 283, 100
16910888, 283, 100
16912500, 283, 99
16914032, 284, 99
16915560, 283, 100
16917176, 283, 99
16918708, 283, 99
16920236, 283, 98
16921768, 282, 99
16923296, 282, 100
16924912, 281, 100
16926528, 281, 100
16928140, 282, 99
16929672, 281, 99
16931200, 281, 97
16932732, 280, 96
16934260, 281, 97
16935792, 281, 98
16937320, 282, 99
16938852, 281, 99
16940380, 282, 98
16941912, 282, 99
16943440, 282, 100
16945056, 282, 99
16946588, 281, 99
16948116, 281, 99
16949648, 281, 98
16951176, 281, 97
16952708, 280, 96
16954236, 280, 96
16955768, 281, 97
16957296, 282, 97
16958828, 282, 97
16960356, 282, 97
16961888, 282, 96
16963416, 281, 95
16964948, 281, 95
16966476, 281, 97
16968008, 281, 98
16969536, 282, 98
16971068, 282, 99
16972596, 281, 99
16974128, 282, 99
16975656, 282, 98
16977188, 282, 97
16978716, 282, 97
16980248, 281, 97
16981776, 282, 96
16983308, 282, 96
16984836, 282, 95
16986368, 280, 97
16987896, 281, 96
16989428, 280, 96
16990956, 280, 98
16992488, 281, 98
16994016, 282, 100
16995632, 283, 97
16997160, 283, 96
16998692, 282, 96
17000220, 281, 96
17001752, 281, 96
17003280, 281, 96
17004812, 282, 96
17006340, 283, 97
17007872, 283, 98
17009400, 283, 98
17010932, 283, 98
17012460, 283, 98
17013992, 282, 97
17015520, 283, 97
17017052, 282, 97
17018580, 282, 96
17020112, 283, 95
17021640, 285, 96
17023172, 283, 97
17024700, 283, 98
17026232, 283, 96
17027760, 283, 96
17029292, 282, 95
17030820, 282, 95
17032352, 281, 95
17033880, 281, 94
17035412, 281, 95
17036940, 283, 96
17038472, 282, 97
17040000, 282, 99
17041536, 281, 99
17043060, 281, 98
17044592, 282, 97
17046120, 282, 96
17047656, 282, 96
17049180, 281, 96
17050712, 281, 96
17052240, 281, 96
17053776, 280, 96
17055300, 281, 97
17056832, 282, 98
17058360, 282, 98
17059896, 282, 98
17061420, 283, 97
17062952, 283, 96
17064480, 283, 98
17066016, 281, 96
17067540, 282, 96
17069076, 281, 95
17070600, 282, 97
17072136, 279, 97
17073660, 279, 98
17075192, 279, 98
17076720, 280, 98
17078252, 281, 96
17079780, 281, 96
17081312, 282, 96
17082840, 281, 95
17084372, 280, 94
17085900, 281, 95
17087432, 282, 95
17088960, 282, 95
17090492, 283, 96
17092020, 284, 94
17093552, 283, 94
17095080, 283, 93
17096612, 282, 94
17098140, 282, 93
17099672, 281, 94
17101200, 282, 95
17102732, 281, 94
17104260, 281, 93
17105792, 281, 94
17107320, 282, 95
17108852, 281, 95
17110380, 281, 96
17111912, 281, 96
17113440, 279, 96
17114972, 279, 95
17116500, 279, 94
17118032, 280, 94
17119560, 281, 94
17121092, 281, 94
17122620, 282, 95
17124152, 282, 95
17125680, 282, 96
17127212, 283, 97
17128740, 283, 96
17130272, 282, 95
17131800, 283, 95
17133332, 281, 95
17134864, 281, 95
17136392, 281, 94
17137920, 281, 94
17139452, 280, 95
17140980, 281, 95
17142512, 281, 95
17144040, 281, 94
17145572, 280, 94
17147100, 280, 95
17148632, 281, 96
17150160, 280, 95
17151692, 280, 95
17153220, 281, 95
17154752, 281, 95
17156280, 281, 96
17157812, 281, 95
17159340, 281, 95
17160872, 281, 95
17162400, 281, 96
17163932, 281, 97
17165460, 281, 98
17166992, 282, 97
17168520, 283, 97
17170052, 281, 97
17171584, 283, 96
17173112, 283, 96
17174640, 283, 96
17176172, 283, 95
17177704, 282, 94
17179232, 282, 94
17180760, 282, 94
17182292, 281, 95
17183824, 281, 94
17185352, 280, 93
17186880, 280, 94
17188412, 279, 94
17189944, 280, 95
17191472, 279, 95
17193000, 279, 95
17194532, 279, 96
17196064, 279, 96
17197592, 279, 95
17199128, 279, 95
17200652, 279, 94
17202188, 281, 93
17203712, 281, 92
17205240, 281, 94
17206772, 281, 95
17208300, 281, 95
17209832, 281, 94
17211360, 281, 93
17212892, 281, 93
17214420, 281, 92
17215952, 281, 92
17217480, 283, 93
17219012, 281, 93
17220540, 280, 93
17222072, 280, 92
17223600, 279, 93
17225132, 280, 95
17226660, 281, 95
17228192, 282, 94
17229720, 282, 94
17231252, 282, 94
17232780, 281, 94
17234312, 281, 93
17235840, 282, 92
17237372, 281, 91
17238900, 281, 93
17240432, 281, 94
17241960, 281, 95
17243492, 280, 94
17245020, 280, 94
17246552, 279, 94
17248080, 279, 94
17249612, 279, 93
17251140, 281, 93
17252672, 282, 93
17254200, 281, 93
17255732, 281, 93
17257260, 282, 93
17258792, 282, 94
17260320, 282, 94
17261852, 281, 92
17263380, 280, 92
17264912, 279, 91
17266440, 279, 91
17267972, 279, 91
17269500, 280, 93
17271032, 279, 94
17272560, 279, 94
17274092, 280, 94
17275620, 280, 93
17277152, 281, 93
17278680, 280, 93
17280212, 279, 93
17281740, 279, 93
17283272, 278, 92
17284800, 279, 92
17286332, 279, 91
17287860, 280, 90
17289392, 279, 92
17290920, 279, 92
17292452, 279, 93
17293980, 279, 94
17295512, 280, 93
17297040, 280, 93
17298576, 281, 93
17300100, 279, 94
17301632, 279, 94
17303160, 278, 94
17304696, 278, 93
17306220, 280, 96
17307752, 281, 95
17309280, 280, 95
17310816, 280, 93
17312340, 280, 92
17313872, 279, 91
17315400, 279, 92
17316936, 279, 93
17318460, 280, 92
17319992, 280, 91
17321520, 281, 92
17323056, 282, 92
17324580, 281, 92
17326112, 281, 92
17327640, 280, 92
17329176, 280, 92
17330700, 279, 92
17332236, 278, 93
17333760, 279, 92
17335292, 278, 93
17336820, 279, 92
17338352, 279, 91
17339880, 279, 92
17341412, 279, 92
17342940, 280, 93
17344472, 280, 92
17346000, 280, 92
17347532, 280, 92
17349060, 279, 92
17350592, 279, 91
17352120, 279, 91
17353652, 279, 91
17355180, 280, 92
17356712, 281, 91
17358240, 281, 92
17359772, 281, 92
17361300, 279, 90
17362832, 278, 89
17364360, 279, 89
17365892, 278, 90
17367420, 279, 90
17368952, 279, 92
17370480, 280, 93
17372012, 278, 92
17373540, 279, 92
17375072, 280, 93
17376600, 281, 93
17378132, 280, 93
17379660, 279, 92
17381192, 279, 91
17382720, 280, 90
17384252, 279, 91
17385780, 280, 92
17387312, 280, 92
17388840, 280, 92
17390372, 280, 92
17391900, 281, 93
17393432, 281, 92
17394960, 281, 92
17396492, 280, 93
17398024, 279, 93
17399552, 279, 93
17401080, 279, 91
17402612, 278, 91
17404140, 279, 91
17405672, 279, 92
17407200, 280, 93
17408732, 279, 93
17410260, 279, 93
17411792, 279, 92
17413320, 278, 92
17414852, 278, 93
17416380, 278, 91
17417912, 278, 91
17419440, 279, 91
17420972, 278, 92
17422500, 279, 91
17424032, 279, 91
17425560, 280, 91
17427092, 279, 91
17428624, 279, 91
17430152, 278, 90
17431680, 280, 89
17433212, 278, 90
17434744, 278, 89
17436272, 278, 90
17437800, 279, 90
17439332, 279, 89
17440864, 279, 89
17442392, 280, 89
17443920, 282, 90
17445452, 280, 89
17446984, 279, 90
17448512, 279, 90
17450040, 280, 90
17451572, 278, 90
17453104, 279, 90
17454632, 279, 90
17456160, 280, 89
17457692, 280, 90
17459224, 279, 89
17460752, 280, 90
17462288, 279, 91
17463812, 280, 92
17465340, 279, 91
17466872, 279, 91
17468400, 281, 91
17469932, 279, 90
17471460, 279, 90
17472992, 278, 90
17474520, 279, 91
17476052, 279, 92
17477580, 279, 92
17479112, 279, 92
17480640, 279, 91
17482172, 280, 90
17483700, 280, 90
17485232, 280, 89
17486760, 279, 90
17488292, 279, 90
17489820, 279, 90
17491352, 280, 90
17492880, 280, 91
17494412, 281, 90
17495940, 280, 89
17497472, 278, 88
17499000, 278, 88
17500532, 276, 87
17502060, 277, 88
17503592, 278, 89
17505120, 279, 90
17506652, 278, 90
17508180, 278, 90
17509712, 279, 91
17511240, 279, 91
17512772, 279, 90
17514300, 278, 89
17515832, 278, 90
17517360, 278, 91
17518892, 278, 90
17520420, 278, 90
17521952, 278, 88
17523480, 279, 88
17525012, 279, 87
17526540, 279, 88
17528072, 279, 89
17529600, 279, 90
17531132, 279, 88
17532660, 279, 88
17534192, 278, 89
17535720, 278, 90
17537252, 278, 90
17538780, 279, 91
17540312, 279, 91
17541840, 279, 91
17543372, 278, 91
17544900, 278, 91
17546432, 278, 90
17547960, 278, 90
17549492, 277, 90
17551020, 277, 90
17552552, 278, 89
17554080, 278, 90
17555612, 278, 90
17557140, 278, 91
17558672, 278, 91
17560200, 279, 89
17561736, 277, 89
17563260, 278, 89
17564792, 278, 90
17566320, 278, 91
17567856, 278, 91
17569380, 279, 91
17570912, 279, 90
17572440, 280, 89
17573976, 280, 90
17575500, 281, 90
17577032, 281, 90
17578560, 281, 90
17580096, 280, 90
17581620, 280, 90
17583152, 279, 91
17584680, 279, 91
17586216, 277, 91
17587740, 277, 91
17589272, 276, 93
17590800, 278, 92
17592336, 279, 91
17593860, 279, 91
17595396, 279, 91
17596920, 279, 91
17598452, 278, 92
17599980, 278, 92
17601512, 278, 91
17603040, 279, 90
17604572, 279, 90
17606100, 280, 90
17607632, 280, 90
17609160, 281, 90
17610692, 281, 90
17612220, 280, 89
17613752, 279, 90
17615280, 279, 88
17616812, 279, 89
17618340, 279, 89
17619872, 279, 90
17621400, 279, 91
17622932, 281, 91
17624460, 282, 90
17625992, 281, 91
17627520, 281, 91
17629052, 280, 91
17630580, 278, 91
17632112, 278, 91
17633640, 280, 90
17635172, 279, 91
17636700, 279, 91
17638232, 278, 91
17639760, 278, 91
17641292, 280, 91
17642820, 281, 91
17644352, 281, 91
17645880, 281, 92
17647412, 278, 91
17648940, 278, 91
17650472, 278, 93
17652000, 278, 91
17653532, 278, 91
17655060, 278, 91
17656592, 278, 92
17658120, 280, 90
17659652, 279, 90
17661180, 278, 90
17662712, 277, 90
17664240, 276, 90
17665772, 276, 89
17667300, 277, 89
17668832, 278, 90
17670360, 280, 90
17671892, 278, 90
17673420, 278, 90
17674952, 279, 90
17676480, 280, 89
17678012, 281, 89
17679540, 281, 90
17681072, 280, 90
17682600, 279, 91
17684132, 279, 92
17685660, 279, 91
17687192, 279, 90
17688720, 279, 91
17690252, 279, 91
17691784, 281, 91
17693312, 278, 92
17694840, 278, 91
17696372, 278, 90
17697904, 278, 90
17699432, 279, 91
17700960, 279, 90
17702492, 279, 90
17704024, 279, 90
17705552, 280, 91
17707080, 279, 90
17708612, 279, 91
17710144, 279, 91
17711672, 280, 90
17713200, 279, 91
17714732, 280, 91
17716264, 281, 91
17717792, 280, 90
17719320, 281, 89
17720852, 279, 89
17722388, 279, 90
17723912, 279, 90
17725448, 280, 91
17726972, 280, 91
17728500, 280, 92
17730032, 280, 93
17731560, 279, 92
17733092, 279, 93
17734620, 279, 92
17736152, 279, 91
17737680, 280, 92
17739212, 279, 92
17740740, 280, 91
17742272, 280, 90
17743800, 281, 89
17745332, 281, 90
17746860, 279, 90
17748392, 278, 90
17749920, 279, 91
17751452, 279, 91
17752980, 280, 91
17754512, 280, 91
17756040, 280, 91
17757572, 281, 91
17759100, 280, 91
17760632, 281, 91
17762160, 282, 90
17763692, 281, 90
17765220, 281, 92
17766752, 280, 91
17768280, 280, 91
17769812, 280, 91
17771340, 280, 91
17772872, 281, 92
17774400, 282, 92
17775932, 280, 91
17777460, 278, 92
17778992, 278, 92
17780520, 278, 90
17782052, 278, 90
17783580, 277, 92
17785112, 278, 90
17786640, 279, 90
17788172, 277, 91
17789700, 278, 94
17791232, 279, 93
17792760, 279, 94
17794292, 280, 94
17795820, 280, 94
17797352, 278, 93
17798880, 278, 92
17800412, 277, 91
17801940, 277, 91
17803472, 277, 91
17805000, 279, 92
17806532, 281, 91
17808060, 280, 93
17809592, 281, 94
17811120, 280, 94
17812652, 280, 93
17814180, 279, 92
17815712, 279, 92
17817240, 278, 93
17818772, 278, 93
17820300, 279, 93
17821832, 280, 93
17823360, 281, 93
17824896, 281, 93
17826420, 280, 93
17827952, 280, 92
17829480, 279, 92
17831016, 279, 93
17832540, 278, 93
17834072, 279, 93
17835600, 281, 94
17837136, 280, 93
17838660, 280, 93
17840192, 280, 93
17841720, 280, 93
17843256, 280, 92
17844780, 279, 91
17846312, 278, 91
17847840, 279, 92
17849376, 278, 93
17850900, 279, 93
17852436, 279, 92
17853960, 279, 91
17855496, 279, 90
17857020, 280, 90
17858552, 281, 90
17860080, 282, 90
17861612, 281, 92
17863140, 281, 93
17864672, 280, 93
17866200, 279, 93
17867732, 279, 93
17869260, 278, 93
17870792, 278, 93
17872320, 279, 94
17873852, 279, 93
17875380, 279, 93
17876912, 279, 93
17878440, 278, 92
17879972, 277, 92
17881500, 277, 91
17883032, 279, 92
17884560, 279, 92
17886092, 279, 93
17887620, 279, 93
17889152, 280, 93
17890680, 280, 91
17892212, 280, 92
17893740, 281, 93
17895272, 280, 93
17896800, 280, 93
17898332, 281, 93
17899860, 280, 92
17901392, 279, 91
17902920, 280, 91
17904452, 280, 92
17905980, 280, 92
17907512, 279, 92
17909040, 280, 93
17910572, 280, 94
17912100, 280, 92
17913632, 279, 92
17915160, 279, 92
17916692, 280, 92
17918224, 280, 92
17919752, 279, 92
17921280, 279, 93
17922812, 277, 92
17924340, 276, 92
17925872, 277, 93
17927400, 279, 93
17928932, 279, 93
17930460, 279, 93
17931992, 279, 93
17933520, 279, 93
17935052, 279, 92
17936580, 278, 92
17938112, 279, 91
17939640, 279, 92
17941172, 279, 93
17942700, 280, 93
17944232, 281, 94
17945760, 280, 94
17947292, 281, 94
17948820, 280, 93
17950352, 280, 94
17951880, 281, 93
17953412, 282, 93
17954944, 282, 93
17956472, 282, 93
17958000, 282, 92
17959532, 281, 92
17961064, 280, 93
17962592, 280, 94
17964120, 280, 92
17965652, 279, 91
17967184, 279, 91
17968712, 278, 93
17970240, 278, 92
17971772, 278, 92
17973304, 279, 93
17974832, 280, 93
17976360, 279, 92
17977892, 279, 93
17979424, 279, 92
17980952, 278, 92
17982484, 279, 93
17984012, 278, 93
17985548, 278, 93
17987072, 279, 92
17988600, 280, 92
17990132, 279, 92
17991660, 281, 92
17993192, 281, 92
17994720, 280, 93
17996252, 280, 92
17997780, 280, 92
17999312, 280, 94
18000840, 281, 93
18002372, 280, 93
18003900, 280, 93
18005432, 280, 92
18006960, 280, 93
18008492, 280, 93
18010020, 280, 95
18011552, 280, 93
18013080, 280, 93
18014612, 278, 94
18016140, 279, 96
18017672, 280, 95
18019200, 281, 95
18020732, 281, 94
18022260, 281, 93
18023792, 281, 93
18025320, 281, 93
18026852, 282, 93
18028380, 281, 94
18029912, 281, 95
18031440, 282, 96
18032972, 281, 95
18034500, 281, 94
18036032, 279, 94
18037560, 279, 94
18039092, 278, 93
18040620, 279, 93
18042152, 281, 94
18043680, 280, 94
18045212, 279, 94
18046740, 278, 94
18048272, 279, 94
18049800, 279, 93
18051332, 277, 93
18052860, 277, 92
18054392, 278, 93
18055920, 279, 93
18057452, 279, 94
18058980, 279, 96
18060512, 279, 95
18062040, 280, 94
18063572, 279, 93
18065100, 279, 93
18066632, 279, 93
18068160, 279, 93
18069692, 279, 93
18071220, 279, 93
18072752, 279, 94
18074280, 281, 95
18075812, 281, 93
18077340, 281, 93
18078872, 281, 95
18080400, 282, 95
18081936, 280, 95
18083460, 279, 94
18084992, 278, 93
18086520, 279, 93
18088056, 279, 93
18089580, 280, 94
18091112, 280, 94
18092640, 281, 94
18094176, 281, 95
18095700, 280, 95
18097232, 279, 95
18098760, 278, 94
18100296, 279, 96
18101820, 278, 96
18103352, 279, 95
18104880, 280, 95
18106416, 280, 95
18107940, 279, 96
18109472, 280, 97
18111000, 279, 96
18112536, 279, 95
18114060, 278, 95
18115596, 278, 95
18117120, 278, 94
18118652, 278, 94
18120180, 278, 95
18121712, 279, 96
18123240, 280, 97
18124772, 280, 97
18126300, 280, 98
18127832, 280, 97
18129360, 280, 97
18130892, 280, 96
18132420, 279, 95
18133952, 279, 95
18135480, 279, 96
18137012, 278, 96
18138540, 278, 96
18140072, 279, 96
18141600, 280, 94
18143132, 279, 94
18144660, 280, 95
18146192, 280, 94
18147720, 280, 93
18149252, 280, 94
18150780, 280, 93
18152312, 279, 93
18153840, 278, 93
18155372, 279, 93
18156900, 279, 94
18158432, 280, 95
18159960, 281, 96
18161492, 281, 96
18163020, 279, 95
18164552, 279, 94
18166080, 279, 93
18167612, 278, 93
18169140, 279, 93
18170672, 280, 93
18172200, 280, 94
18173732, 280, 94
18175260, 281, 95
18176792, 281, 93
18178320, 282, 93
18179852, 281, 93
18181384, 281, 94
18182912, 280, 95
18184440, 280, 94
18185972, 280, 96
18187500, 279, 96
18189032, 280, 95
18190560, 280, 94
18192092, 281, 94
18193620, 282, 94
18195152, 282, 93
18196680, 281, 94
18198212, 280, 95
18199740, 280, 95
18201272, 280, 95
18202800, 281, 95
18204332, 282, 94
18205860, 282, 95
18207392, 282, 96
18208920, 282, 97
18210452, 282, 96
18211984, 280, 97
18213512, 279, 98
18215040, 279, 97
18216572, 279, 97
18218104, 280, 97
18219632, 280, 97
18221160, 281, 97
18222692, 281, 96
18224224, 282, 97
18225752, 282, 96
18227280, 281, 97
18228812, 281, 96
18230344, 281, 97
18231872, 280, 95
18233400, 280, 95
18234932, 280, 96
18236464, 281, 95
18237992, 281, 94
18239520, 281, 94
18241052, 281, 95
18242584, 281, 94
18244112, 281, 95
18245648, 281, 94
18247172, 280, 93
18248700, 280, 93
18250232, 280, 94
18251760, 282, 93
18253292, 281, 93
18254820, 281, 94
18256352, 281, 95
18257880, 282, 93
18259412, 281, 93
18260940, 280, 93
18262472, 280, 93
18264000, 281, 93
18265532, 280, 93
18267060, 280, 92
18268592, 280, 93
18270120, 279, 92
18271652, 279, 92
18273180, 280, 95
18274712, 282, 94
18276240, 282, 95
18277772, 280, 95
18279300, 279, 96
18280832, 279, 95
18282360, 278, 95
18283892, 278, 94
18285420, 279, 94
18286952, 279, 94
18288480, 281, 94
18290012, 283, 94
18291540, 282, 94
18293072, 282, 94
18294600, 282, 93
18296132, 280, 93
18297660, 280, 93
18299192, 280, 94
18300720, 280, 95
18302252, 280, 95
18303780, 279, 93
18305312, 280, 93
18306840, 279, 94
18308372, 279, 95
18309900, 279, 96
18311432, 279, 95
18312960, 281, 95
18314492, 280, 95
18316020, 278, 95
18317552, 278, 95
18319080, 279, 94
18320612, 279, 94
18322140, 279, 94
18323672, 279, 94
18325200, 281, 92
18326732, 280, 92
18328260, 280, 92
18329792, 280, 92
18331320, 279, 92
18332852, 279, 93
18334380, 280, 93
18335912, 281, 93
18337440, 283, 93
18338972, 283, 93
18340500, 283, 94
18342032, 283, 95
18343560, 283, 94
18345096, 282, 92
18346620, 281, 92
18348152, 280, 93
18349680, 281, 93
18351216, 280, 94
18352740, 281, 94
18354272, 280, 92
18355800, 281, 90
18357336, 280, 90
18358860, 279, 90
18360392, 280, 92
18361920, 280, 93
18363456, 280, 92
18364980, 279, 92
18366512, 279, 92
18368040, 280, 94
18369576, 279, 95
18371100, 280, 96
18372632, 280, 97
18374160, 280, 97
18375696, 283, 96
18377220, 282, 95
18378756, 282, 94
18380280, 282, 93
18381812, 281, 93
18383340, 281, 93
18384872, 281, 93
18386400, 281, 92
18387932, 281, 93
18389460, 281, 94
18390992, 280, 96
18392520, 281, 96
18394052, 280, 96
18395580, 280, 95
